Participant Id	Tumor Type	Annotation	Filter Reason	Removed Samples	Chosen Sample
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-AF-3400	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AF-3400-01A-01D-0819-01	TCGA-AF-3400-01A-01D-1549-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AG-A026-10A-01D-A008-01	TCGA-AG-A026-10A-01D-A080-01
TCGA-AF-2689	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AF-2689-01A-01D-0819-01	TCGA-AF-2689-01A-01D-1549-01
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-AF-3400	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AF-3400-01A-01D-0819-01	TCGA-AF-3400-01A-01D-1549-01
TCGA-AF-2689	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AF-2689-01A-01D-0819-01	TCGA-AF-2689-01A-01D-1549-01
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__copy_number__data	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-AF-3400	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__copy_number__data	Analyte Replicate Filter	TCGA-AF-3400-01A-01D-0819-01	TCGA-AF-3400-01A-01D-1549-01
TCGA-AF-2689	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__copy_number__data	Analyte Replicate Filter	TCGA-AF-2689-01A-01D-0819-01	TCGA-AF-2689-01A-01D-1549-01
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__copy_number__data	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__copynumber_byallele__data	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-AF-3400	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__copynumber_byallele__data	Analyte Replicate Filter	TCGA-AF-3400-01A-01D-0819-01	TCGA-AF-3400-01A-01D-1549-01
TCGA-AF-2689	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__copynumber_byallele__data	Analyte Replicate Filter	TCGA-AF-2689-01A-01D-0819-01	TCGA-AF-2689-01A-01D-1549-01
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__copynumber_byallele__data	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AF-3400	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-AF-3400-01A-01D-0819-01	TCGA-AF-3400-01A-01D-1549-01
TCGA-AF-2689	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-AF-2689-01A-01D-0819-01	TCGA-AF-2689-01A-01D-1549-01
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-AF-3400	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg	Analyte Replicate Filter	TCGA-AF-3400-01A-01D-0819-01	TCGA-AF-3400-01A-01D-1549-01
TCGA-AF-2689	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg	Analyte Replicate Filter	TCGA-AF-2689-01A-01D-0819-01	TCGA-AF-2689-01A-01D-1549-01
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-AF-3400	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-AF-3400-01A-01D-0819-01	TCGA-AF-3400-01A-01D-1549-01
TCGA-AF-2689	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-AF-2689-01A-01D-0819-01	TCGA-AF-2689-01A-01D-1549-01
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-AG-A026-10A-01D-A008-01	TCGA-AG-A026-10A-01D-A080-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__no_outlier_copy_number__data	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-AF-3400	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__no_outlier_copy_number__data	Analyte Replicate Filter	TCGA-AF-3400-01A-01D-0819-01	TCGA-AF-3400-01A-01D-1549-01
TCGA-AF-2689	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__no_outlier_copy_number__data	Analyte Replicate Filter	TCGA-AF-2689-01A-01D-0819-01	TCGA-AF-2689-01A-01D-1549-01
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__no_outlier_copy_number__data	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AF-3400	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-AF-3400-01A-01D-0819-01	TCGA-AF-3400-01A-01D-1549-01
TCGA-AF-2689	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-AF-2689-01A-01D-0819-01	TCGA-AF-2689-01A-01D-1549-01
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-AF-3400	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AF-3400-01A-01D-0819-01	TCGA-AF-3400-01A-01D-1549-01
TCGA-AF-2689	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AF-2689-01A-01D-0819-01	TCGA-AF-2689-01A-01D-1549-01
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-AF-3400	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AF-3400-01A-01D-0819-01	TCGA-AF-3400-01A-01D-1549-01
TCGA-AF-2689	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AF-2689-01A-01D-0819-01	TCGA-AF-2689-01A-01D-1549-01
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AF-3400	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-AF-3400-01A-01D-0819-01	TCGA-AF-3400-01A-01D-1549-01
TCGA-AF-2689	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-AF-2689-01A-01D-0819-01	TCGA-AF-2689-01A-01D-1549-01
TCGA-AF-2691	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-AF-2691-01A-01D-0819-01	TCGA-AF-2691-01A-01D-1549-01
TCGA-AG-A026	READ	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-AG-A026-01A-01D-A008-01	TCGA-AG-A026-01A-32D-A080-01
TCGA-CV-6955	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-CV-6955-01A-11D-2010-01	TCGA-CV-6955-01A-11D-2062-01
TCGA-CV-6956	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-CV-6956-01A-21D-2010-01	TCGA-CV-6956-01A-21D-2062-01
TCGA-CV-6955	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-CV-6955-01A-11D-2010-01	TCGA-CV-6955-01A-11D-2062-01
TCGA-CV-6956	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-CV-6956-01A-21D-2010-01	TCGA-CV-6956-01A-21D-2062-01
TCGA-CV-6955	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-CV-6955-01A-11D-2010-01	TCGA-CV-6955-01A-11D-2062-01
TCGA-CV-6956	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-CV-6956-01A-21D-2010-01	TCGA-CV-6956-01A-21D-2062-01
TCGA-CV-6955	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-CV-6955-01A-11D-2010-01	TCGA-CV-6955-01A-11D-2062-01
TCGA-CV-6956	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-CV-6956-01A-21D-2010-01	TCGA-CV-6956-01A-21D-2062-01
TCGA-CV-6955	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-CV-6955-01A-11D-2010-01	TCGA-CV-6955-01A-11D-2062-01
TCGA-CV-6956	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-CV-6956-01A-21D-2010-01	TCGA-CV-6956-01A-21D-2062-01
TCGA-CV-6955	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-CV-6955-01A-11D-2010-01	TCGA-CV-6955-01A-11D-2062-01
TCGA-CV-6956	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-CV-6956-01A-21D-2010-01	TCGA-CV-6956-01A-21D-2062-01
TCGA-CV-6955	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-CV-6955-01A-11D-2010-01	TCGA-CV-6955-01A-11D-2062-01
TCGA-CV-6956	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-CV-6956-01A-21D-2010-01	TCGA-CV-6956-01A-21D-2062-01
TCGA-CV-6955	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg	Analyte Replicate Filter	TCGA-CV-6955-01A-11D-2010-01	TCGA-CV-6955-01A-11D-2062-01
TCGA-CV-6956	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg18__seg	Analyte Replicate Filter	TCGA-CV-6956-01A-21D-2010-01	TCGA-CV-6956-01A-21D-2062-01
TCGA-CV-6955	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-CV-6955-01A-11D-2010-01	TCGA-CV-6955-01A-11D-2062-01
TCGA-CV-6956	HNSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-CV-6956-01A-21D-2010-01	TCGA-CV-6956-01A-21D-2062-01
TCGA-B9-4116	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-B9-4116-01A-01D-1190-01	TCGA-B9-4116-01A-02D-1348-01
TCGA-B3-3926	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-B3-3926-01A-01D-1190-01	TCGA-B3-3926-01A-02D-1348-01
TCGA-B3-4104	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-B3-4104-01A-01D-1190-01	TCGA-B3-4104-01A-02D-1348-01
TCGA-AL-3467	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AL-3467-01A-01D-1190-01	TCGA-AL-3467-01A-02D-1348-01
TCGA-B3-4103	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-B3-4103-01A-01D-1190-01	TCGA-B3-4103-01A-02D-1348-01
TCGA-B3-3925	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-B3-3925-01A-01D-1190-01	TCGA-B3-3925-01A-02D-1348-01
TCGA-B9-4115	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-B9-4115-01A-01D-1190-01	TCGA-B9-4115-01A-01D-1549-01
TCGA-B9-4117	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-B9-4117-01A-01D-1190-01	TCGA-B9-4117-01A-02D-1348-01
TCGA-AL-3468	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AL-3468-01A-01D-1190-01	TCGA-AL-3468-01A-02D-1348-01
TCGA-AL-3471	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AL-3471-01A-01D-1190-01	TCGA-AL-3471-01A-02D-1348-01
TCGA-B9-4116	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-B9-4116-01A-01D-1190-01	TCGA-B9-4116-01A-02D-1348-01
TCGA-B3-3926	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-B3-3926-01A-01D-1190-01	TCGA-B3-3926-01A-02D-1348-01
TCGA-B3-4104	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-B3-4104-01A-01D-1190-01	TCGA-B3-4104-01A-02D-1348-01
TCGA-AL-3467	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-AL-3467-01A-01D-1190-01	TCGA-AL-3467-01A-02D-1348-01
TCGA-B3-4103	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-B3-4103-01A-01D-1190-01	TCGA-B3-4103-01A-02D-1348-01
TCGA-B3-3925	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-B3-3925-01A-01D-1190-01	TCGA-B3-3925-01A-02D-1348-01
TCGA-B9-4115	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-B9-4115-01A-01D-1190-01	TCGA-B9-4115-01A-01D-1549-01
TCGA-B9-4117	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-B9-4117-01A-01D-1190-01	TCGA-B9-4117-01A-02D-1348-01
TCGA-AL-3468	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-AL-3468-01A-01D-1190-01	TCGA-AL-3468-01A-02D-1348-01
TCGA-AL-3471	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__tangent_copynumber__data	Analyte Replicate Filter	TCGA-AL-3471-01A-01D-1190-01	TCGA-AL-3471-01A-02D-1348-01
TCGA-B3-4103	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-B3-4103-01A-01D-1190-01	TCGA-B3-4103-01A-02D-1348-01
TCGA-B3-3925	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-B3-3925-01A-01D-1190-01	TCGA-B3-3925-01A-02D-1348-01
TCGA-B9-4117	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-B9-4117-01A-01D-1190-01	TCGA-B9-4117-01A-02D-1348-01
TCGA-AL-3468	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AL-3468-01A-01D-1190-01	TCGA-AL-3468-01A-02D-1348-01
TCGA-AL-3466	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AL-3466-01A-01D-1190-01	TCGA-AL-3466-01A-02D-1348-01
TCGA-B9-4116	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-B9-4116-01A-01D-1190-01	TCGA-B9-4116-01A-02D-1348-01
TCGA-B3-3926	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-B3-3926-01A-01D-1190-01	TCGA-B3-3926-01A-02D-1348-01
TCGA-AL-3471	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AL-3471-01A-01D-1190-01	TCGA-AL-3471-01A-02D-1348-01
TCGA-B3-4104	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-B3-4104-01A-01D-1190-01	TCGA-B3-4104-01A-02D-1348-01
TCGA-B9-4115	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-B9-4115-01A-01D-1190-01	TCGA-B9-4115-01A-01D-1549-01
TCGA-B9-4116	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-B9-4116-01A-01D-1190-01	TCGA-B9-4116-01A-02D-1348-01
TCGA-B3-3926	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-B3-3926-01A-01D-1190-01	TCGA-B3-3926-01A-02D-1348-01
TCGA-B3-4104	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-B3-4104-01A-01D-1190-01	TCGA-B3-4104-01A-02D-1348-01
TCGA-AL-3467	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-AL-3467-01A-01D-1190-01	TCGA-AL-3467-01A-02D-1348-01
TCGA-B3-4103	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-B3-4103-01A-01D-1190-01	TCGA-B3-4103-01A-02D-1348-01
TCGA-B3-3925	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-B3-3925-01A-01D-1190-01	TCGA-B3-3925-01A-02D-1348-01
TCGA-B9-4115	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-B9-4115-01A-01D-1190-01	TCGA-B9-4115-01A-01D-1549-01
TCGA-B9-4117	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-B9-4117-01A-01D-1190-01	TCGA-B9-4117-01A-02D-1348-01
TCGA-AL-3468	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-AL-3468-01A-01D-1190-01	TCGA-AL-3468-01A-02D-1348-01
TCGA-AL-3471	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-AL-3471-01A-01D-1190-01	TCGA-AL-3471-01A-02D-1348-01
TCGA-B9-4116	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-B9-4116-01A-01D-1190-01	TCGA-B9-4116-01A-02D-1348-01
TCGA-B3-3926	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-B3-3926-01A-01D-1190-01	TCGA-B3-3926-01A-02D-1348-01
TCGA-B3-4104	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-B3-4104-01A-01D-1190-01	TCGA-B3-4104-01A-02D-1348-01
TCGA-AL-3467	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-AL-3467-01A-01D-1190-01	TCGA-AL-3467-01A-02D-1348-01
TCGA-B3-4103	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-B3-4103-01A-01D-1190-01	TCGA-B3-4103-01A-02D-1348-01
TCGA-AL-3466	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-AL-3466-01A-01D-1190-01	TCGA-AL-3466-01A-02D-1348-01
TCGA-B3-3925	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-B3-3925-01A-01D-1190-01	TCGA-B3-3925-01A-02D-1348-01
TCGA-B9-4115	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-B9-4115-01A-01D-1190-01	TCGA-B9-4115-01A-01D-1549-01
TCGA-B9-4117	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-B9-4117-01A-01D-1190-01	TCGA-B9-4117-01A-02D-1348-01
TCGA-AL-3468	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-AL-3468-01A-01D-1190-01	TCGA-AL-3468-01A-02D-1348-01
TCGA-AL-3471	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_2__birdseed_genotype__birdseed	Analyte Replicate Filter	TCGA-AL-3471-01A-01D-1190-01	TCGA-AL-3471-01A-02D-1348-01
TCGA-B9-4116	KIRP	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-B9-4116-01A-01D-1190-01	TCGA-B9-4116-01A-02D-1348-01
